ID,BestemmingVanInvoer,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12
2577,422400,1990JJ00,990.0,796.0,6.5,124.3,944.0,737.0,6.1,128.1,46.0,55.0,17.1,83.9
2578,422400,1991JJ00,1075.0,879.0,10.4,122.3,1020.0,811.0,10.1,125.7,55.0,64.0,17.4,85.4
2579,422400,1992JJ00,1041.0,884.0,0.6,117.8,991.0,819.0,1.0,121.0,50.0,60.0,-7.3,83.8
2580,422400,1993JJ00,1148.0,981.0,11.0,117.1,1090.0,905.0,10.5,120.4,58.0,72.0,20.0,81.0
2581,422400,1994JJ00,1235.0,1076.0,9.8,114.7,1158.0,989.0,9.3,117.1,77.0,85.0,19.0,90.4
2582,422400,1995JJ00,1280.0,1156.0,7.4,110.7,1201.0,1067.0,7.9,112.6,79.0,85.0,0.0,92.7
2583,422400,1996JJ00,1327.0,1209.0,4.6,109.8,1235.0,1107.0,3.7,111.6,92.0,100.0,17.7,91.7
2584,422400,1997JJ00,1513.0,1403.0,16.1,107.8,1412.0,1286.0,16.2,109.8,101.0,115.0,14.1,88.2
2585,422400,1998JJ00,1615.0,1502.0,7.1,107.5,1509.0,1376.0,7.0,109.7,106.0,124.0,7.9,85.8
2586,422400,1999JJ00,1647.0,1575.0,4.8,104.6,1527.0,1440.0,4.6,106.0,120.0,133.0,7.5,90.3
2587,422400,2000JJ00,1792.0,1702.0,8.1,105.3,1657.0,1555.0,8.0,106.6,135.0,145.0,9.2,93.1
2588,422400,2001JJ00,1935.0,1872.0,10.0,103.4,1783.0,1706.0,9.7,104.5,152.0,164.0,13.3,92.4
2589,422400,2002JJ00,2187.0,2131.0,13.9,102.6,2005.0,1936.0,13.5,103.6,182.0,195.0,18.4,93.5
2590,422400,2003JJ00,2416.0,2320.0,8.9,104.1,2184.0,2101.0,8.5,104.0,232.0,219.0,12.6,105.8
2591,422400,2004JJ00,2470.0,2430.0,4.7,101.6,2244.0,2218.0,5.6,101.2,226.0,212.0,-3.4,106.7
2592,422400,2005JJ00,2547.0,2547.0,4.8,100.0,2324.0,2324.0,4.8,100.0,223.0,223.0,5.3,100.0
2593,422400,2006JJ00,2658.0,2668.0,4.8,99.6,2424.0,2440.0,5.0,99.3,234.0,228.0,2.2,102.6
2594,422400,2007JJ00,2804.0,2900.0,8.7,96.7,2586.0,2683.0,9.9,96.4,218.0,218.0,-4.3,99.9
2595,422400,2008JJ00,2941.0,3023.0,4.2,97.3,2713.0,2811.0,4.8,96.5,228.0,213.0,-2.3,106.9
2596,422400,2009JJ00,3190.0,3309.0,9.5,96.4,2929.0,3093.0,10.0,94.7,261.0,219.0,2.6,119.3
2597,422400,2010JJ00,3457.0,3491.0,5.5,99.0,3182.0,3278.0,6.0,97.1,275.0,220.0,0.4,125.2
2598,422400,2011JJ00,3517.0,3576.0,2.4,98.3,3215.0,3350.0,2.2,96.0,302.0,231.0,5.1,130.8
2599,422400,2012JJ00,3875.0,3860.0,7.9,100.4,3556.0,3634.0,8.5,97.8,319.0,235.0,2.0,135.5
2600,422500,1988JJ00,621.0,537.0,,115.7,605.0,516.0,,117.2,16.0,17.0,,91.5
2601,422500,1989JJ00,688.0,594.0,10.6,115.8,667.0,566.0,9.8,117.8,21.0,25.0,43.8,83.5
2602,422500,1990JJ00,737.0,628.0,5.8,117.3,710.0,599.0,5.7,118.6,27.0,28.0,9.5,98.1
2603,422500,1991JJ00,794.0,690.0,9.8,115.1,762.0,654.0,9.3,116.4,32.0,34.0,22.2,95.1
2604,422500,1992JJ00,764.0,681.0,-1.3,112.2,736.0,647.0,-1.0,113.7,28.0,32.0,-6.3,88.8
2605,422500,1993JJ00,850.0,751.0,10.2,113.2,816.0,710.0,9.6,114.9,34.0,39.0,25.0,86.2
2606,422500,1994JJ00,899.0,811.0,8.0,110.9,859.0,767.0,8.0,112.1,40.0,43.0,8.8,93.2
2607,422500,1995JJ00,924.0,873.0,7.7,105.9,877.0,825.0,7.6,106.4,47.0,47.0,10.0,99.6
2608,422500,1996JJ00,965.0,912.0,4.4,105.9,910.0,854.0,3.5,106.6,55.0,57.0,21.3,96.1
2609,422500,1997JJ00,1139.0,1102.0,20.9,103.3,1078.0,1036.0,21.3,104.1,61.0,66.0,14.5,93.0
2610,422500,1998JJ00,1238.0,1193.0,8.3,103.7,1174.0,1122.0,8.3,104.6,64.0,70.0,6.6,91.6
2611,422500,1999JJ00,1227.0,1226.0,2.7,100.1,1159.0,1152.0,2.6,100.6,68.0,73.0,4.7,93.0
2612,422500,2000JJ00,1337.0,1315.0,7.3,101.7,1262.0,1234.0,7.2,102.3,75.0,80.0,8.8,94.2
2613,422500,2001JJ00,1441.0,1435.0,9.1,100.4,1356.0,1340.0,8.6,101.2,85.0,94.0,18.7,90.0
2614,422500,2002JJ00,1635.0,1629.0,13.5,100.3,1533.0,1520.0,13.4,100.9,102.0,109.0,15.3,93.7
2615,422500,2003JJ00,1818.0,1770.0,8.6,102.7,1684.0,1642.0,8.0,102.6,134.0,128.0,17.6,104.6
2616,422500,2004JJ00,1874.0,1864.0,5.3,100.5,1741.0,1738.0,5.9,100.2,133.0,126.0,-1.5,105.4
2617,422500,2005JJ00,1934.0,1934.0,3.7,100.0,1804.0,1804.0,3.8,100.0,130.0,130.0,3.0,100.0
2618,422500,2006JJ00,2009.0,2019.0,4.4,99.5,1871.0,1882.0,4.3,99.4,138.0,137.0,5.4,100.7
2619,422500,2007JJ00,2150.0,2222.0,10.1,96.8,2018.0,2089.0,11.0,96.6,132.0,133.0,-2.9,99.2
2620,422500,2008JJ00,2260.0,2305.0,3.7,98.1,2126.0,2179.0,4.3,97.6,134.0,126.0,-5.3,106.4
2621,422500,2009JJ00,2457.0,2494.0,8.2,98.5,2300.0,2366.0,8.6,97.2,157.0,130.0,3.0,121.0
2622,422500,2010JJ00,2664.0,2620.0,5.0,101.7,2501.0,2495.0,5.5,100.2,163.0,128.0,-1.3,127.3
2623,422500,2011JJ00,2710.0,2689.0,2.6,100.8,2530.0,2553.0,2.3,99.1,180.0,138.0,7.4,130.9
2624,422500,2012JJ00,3024.0,2942.0,9.4,102.8,2832.0,2802.0,9.7,101.1,192.0,144.0,5.0,133.0
2625,425305,1988JJ00,216.0,143.0,,151.6,203.0,121.0,,167.6,13.0,19.0,,68.9
2626,425305,1989JJ00,236.0,158.0,11.1,149.1,222.0,134.0,10.8,165.3,14.0,22.0,15.4,64.3
2627,425305,1990JJ00,253.0,172.0,8.5,147.3,234.0,144.0,7.2,162.5,19.0,28.0,28.6,67.9
2628,425305,1991JJ00,281.0,193.0,12.3,145.7,258.0,162.0,12.4,159.5,23.0,31.0,10.5,74.4
2629,425305,1992JJ00,277.0,204.0,5.7,135.9,255.0,173.0,7.0,147.3,22.0,28.0,-8.7,77.9
2630,425305,1993JJ00,298.0,230.0,13.0,129.4,274.0,195.0,12.9,140.2,24.0,32.0,13.6,74.8
2631,425305,1994JJ00,336.0,264.0,14.8,127.1,299.0,221.0,13.1,135.2,37.0,43.0,33.3,86.5
2632,425305,1995JJ00,356.0,282.0,6.5,126.4,324.0,240.0,8.7,134.8,32.0,38.0,-10.8,83.8
2633,425305,1996JJ00,362.0,296.0,5.1,122.4,325.0,251.0,4.3,129.6,37.0,43.0,12.5,86.2
2634,425305,1997JJ00,374.0,305.0,3.0,122.7,334.0,255.0,1.8,130.8,40.0,49.0,13.5,82.1
2635,425305,1998JJ00,377.0,315.0,3.5,119.5,335.0,262.0,2.7,127.7,42.0,54.0,10.0,78.3
2636,425305,1999JJ00,420.0,352.0,11.7,119.3,368.0,293.0,11.6,125.7,52.0,60.0,11.9,86.7
2637,425305,2000JJ00,455.0,389.0,10.5,116.9,395.0,324.0,10.6,122.0,60.0,66.0,9.6,91.2
2638,425305,2001JJ00,494.0,438.0,12.5,112.8,427.0,367.0,13.4,116.2,67.0,70.0,6.7,95.5
2639,425305,2002JJ00,552.0,503.0,14.8,109.8,472.0,417.0,13.6,113.1,80.0,86.0,22.4,93.2
2640,425305,2003JJ00,598.0,551.0,9.6,108.6,500.0,460.0,10.2,108.8,98.0,91.0,6.3,107.4
2641,425305,2004JJ00,596.0,566.0,2.8,105.2,503.0,481.0,4.6,104.6,93.0,86.0,-6.1,108.6
2642,425305,2005JJ00,613.0,613.0,8.2,100.0,520.0,520.0,8.2,100.0,93.0,93.0,8.6,100.0
2643,425305,2006JJ00,649.0,649.0,5.9,100.0,553.0,558.0,7.3,99.1,96.0,91.0,-2.2,105.5
2644,425305,2007JJ00,654.0,678.0,4.5,96.5,568.0,593.0,6.3,95.7,86.0,85.0,-6.3,100.8
2645,425305,2008JJ00,681.0,718.0,6.0,94.8,587.0,632.0,6.5,92.9,94.0,87.0,2.3,107.7
2646,425305,2009JJ00,733.0,815.0,13.5,89.9,629.0,729.0,15.3,86.3,104.0,89.0,2.1,116.7
2647,425305,2010JJ00,793.0,873.0,7.1,90.8,681.0,786.0,7.8,86.7,112.0,92.0,2.9,122.1
2648,425305,2011JJ00,807.0,889.0,1.8,90.8,685.0,799.0,1.8,85.7,122.0,93.0,1.8,130.7
2649,425305,2012JJ00,851.0,915.0,3.0,93.0,724.0,831.0,3.9,87.1,127.0,91.0,-2.5,139.5
2650,300014,1988JJ00,350.0,330.0,,106.2,229.0,156.0,,146.8,121.0,179.0,,67.7
2651,300014,1989JJ00,363.0,358.0,8.6,101.5,236.0,172.0,10.5,136.9,127.0,188.0,5.0,67.7
2652,300014,1990JJ00,368.0,366.0,2.2,100.6,245.0,184.0,6.8,133.1,123.0,176.0,-6.3,70.0
2653,300014,1991JJ00,393.0,400.0,9.5,98.1,256.0,201.0,9.4,127.1,137.0,193.0,9.8,71.0
2654,300014,1992JJ00,433.0,450.0,12.5,96.1,275.0,225.0,11.7,122.3,158.0,220.0,13.9,71.9
2655,300014,1993JJ00,448.0,471.0,4.6,95.1,268.0,232.0,3.3,115.4,180.0,235.0,7.0,76.6
2656,300014,1994JJ00,488.0,521.0,10.5,93.7,294.0,262.0,12.7,112.3,194.0,252.0,7.2,77.0
2657,300014,1995JJ00,530.0,584.0,12.1,90.8,308.0,288.0,10.2,106.8,222.0,290.0,14.9,76.7
2658,300014,1996JJ00,568.0,619.0,6.0,91.8,330.0,307.0,6.5,107.4,238.0,305.0,5.4,78.0
2659,300014,1997JJ00,623.0,670.0,8.3,93.0,357.0,329.0,7.0,108.6,266.0,336.0,10.1,79.2
2660,300014,1998JJ00,675.0,727.0,8.5,92.8,388.0,364.0,10.6,106.7,287.0,355.0,5.6,80.9
2661,300014,1999JJ00,747.0,807.0,11.0,92.6,424.0,403.0,10.8,105.2,323.0,395.0,11.1,81.9
2662,300014,2000JJ00,827.0,871.0,8.0,94.9,441.0,412.0,2.1,107.2,386.0,457.0,15.8,84.5
2663,300014,2001JJ00,881.0,889.0,2.1,99.1,447.0,400.0,-2.7,111.7,434.0,491.0,7.5,88.4
2664,300014,2002JJ00,943.0,958.0,7.7,98.4,457.0,432.0,7.8,105.9,486.0,528.0,7.6,92.0
2665,300014,2003JJ00,960.0,967.0,1.0,99.3,457.0,445.0,3.1,102.7,503.0,523.0,-1.0,96.2
2666,300014,2004JJ00,1000.0,1011.0,4.5,99.0,478.0,478.0,7.4,100.0,522.0,532.0,1.8,98.0
2667,300014,2005JJ00,1056.0,1056.0,4.5,100.0,493.0,493.0,3.1,100.0,563.0,563.0,5.7,100.0
2668,300014,2006JJ00,1096.0,1078.0,2.1,101.7,506.0,506.0,2.6,100.0,590.0,572.0,1.6,103.1
2669,300014,2007JJ00,1102.0,1065.0,-1.2,103.5,521.0,518.0,2.4,100.6,581.0,548.0,-4.2,106.1
2670,300014,2008JJ00,1111.0,1056.0,-0.9,105.3,531.0,528.0,1.9,100.6,580.0,529.0,-3.4,109.7
2671,300014,2009JJ00,1142.0,1108.0,5.0,103.1,508.0,531.0,0.6,95.7,634.0,576.0,9.0,110.0
2672,300014,2010JJ00,1191.0,1151.0,3.9,103.4,544.0,575.0,8.3,94.6,647.0,579.0,0.5,111.7
2673,300014,2011JJ00,1254.0,1182.0,2.7,106.1,580.0,595.0,3.5,97.5,674.0,591.0,2.0,114.1
2674,300014,2012JJ00,1391.0,1298.0,9.8,107.1,589.0,595.0,0.0,99.0,802.0,698.0,18.2,114.8
2675,428100,1988JJ00,166.0,160.0,,103.9,93.0,55.0,,168.2,73.0,111.0,,66.0
2676,428100,1989JJ00,178.0,179.0,12.0,99.4,104.0,67.0,20.4,156.2,74.0,112.0,1.4,66.0
2677,428100,1990JJ00,178.0,184.0,2.8,96.7,104.0,70.0,5.8,147.6,74.0,111.0,-1.4,66.9
2678,428100,1991JJ00,193.0,207.0,12.4,93.3,114.0,80.0,13.5,142.6,79.0,123.0,10.8,64.4
2679,428100,1992JJ00,212.0,233.0,12.4,91.2,119.0,88.0,9.6,135.8,93.0,143.0,16.5,65.1
2680,428100,1993JJ00,229.0,252.0,8.5,90.8,123.0,95.0,8.4,129.5,106.0,155.0,8.6,68.4
2681,428100,1994JJ00,257.0,288.0,14.0,89.4,136.0,109.0,14.6,124.9,121.0,176.0,13.2,68.9
2682,428100,1995JJ00,276.0,312.0,8.6,88.4,128.0,110.0,1.5,115.8,148.0,205.0,16.5,72.4
2683,428100,1996JJ00,305.0,338.0,8.3,90.2,143.0,123.0,10.9,116.7,162.0,217.0,6.1,74.7
2684,428100,1997JJ00,339.0,368.0,8.9,92.1,157.0,136.0,11.2,115.2,182.0,232.0,6.8,78.5
2685,428100,1998JJ00,371.0,402.0,9.1,92.3,171.0,154.0,12.7,111.3,200.0,246.0,6.0,81.4
2686,428100,1999JJ00,422.0,455.0,13.2,92.8,193.0,176.0,14.6,109.6,229.0,275.0,12.0,83.2
2687,428100,2000JJ00,475.0,493.0,8.3,96.4,200.0,173.0,-1.6,115.3,275.0,321.0,16.6,85.7
2688,428100,2001JJ00,510.0,511.0,3.8,99.8,200.0,171.0,-1.5,117.1,310.0,345.0,7.6,89.7
2689,428100,2002JJ00,562.0,563.0,10.2,99.8,218.0,197.0,15.5,110.5,344.0,369.0,6.8,93.3
2690,428100,2003JJ00,559.0,564.0,0.2,99.1,218.0,209.0,6.0,104.3,341.0,356.0,-3.5,95.8
2691,428100,2004JJ00,588.0,596.0,5.5,98.7,235.0,232.0,11.0,101.3,353.0,363.0,2.1,97.2
2692,428100,2005JJ00,625.0,625.0,4.9,100.0,235.0,235.0,1.3,100.0,390.0,390.0,7.4,100.0
2693,428100,2006JJ00,653.0,648.0,3.7,100.8,246.0,250.0,6.4,98.4,407.0,398.0,2.1,102.3
2694,428100,2007JJ00,630.0,617.0,-4.7,102.1,247.0,253.0,1.2,97.6,383.0,365.0,-8.4,105.0
2695,428100,2008JJ00,631.0,604.0,-2.2,104.6,254.0,257.0,1.6,98.8,377.0,348.0,-4.7,108.5
2696,428100,2009JJ00,663.0,648.0,7.3,102.4,236.0,256.0,-0.4,92.1,427.0,391.0,12.5,109.2
2697,428100,2010JJ00,685.0,666.0,2.9,102.8,262.0,287.0,11.9,91.4,423.0,383.0,-2.1,110.5
2698,428100,2011JJ00,700.0,673.0,1.0,104.0,269.0,292.0,1.9,92.1,431.0,385.0,0.5,112.1
2699,428100,2012JJ00,830.0,792.0,17.7,104.8,275.0,301.0,3.0,91.5,555.0,488.0,26.9,113.7
2700,999999,1988JJ00,96.0,107.0,,90.0,47.0,34.0,,136.6,49.0,75.0,,65.6
2701,999999,1989JJ00,101.0,114.0,7.3,88.3,52.0,39.0,12.8,134.0,49.0,76.0,2.0,64.3
2702,999999,1990JJ00,97.0,114.0,0.0,84.8,50.0,40.0,3.8,124.1,47.0,73.0,-4.1,64.3
2703,999999,1991JJ00,106.0,131.0,14.4,81.0,55.0,47.0,16.0,117.7,51.0,82.0,12.8,61.9
2704,999999,1992JJ00,126.0,154.0,17.9,81.6,64.0,54.0,16.4,117.7,62.0,99.0,19.6,62.9
2705,999999,1993JJ00,145.0,173.0,11.9,83.9,74.0,61.0,12.5,120.9,71.0,110.0,11.3,64.7
2706,999999,1994JJ00,161.0,191.0,10.3,84.5,78.0,64.0,5.4,120.9,83.0,127.0,15.5,65.5
2707,999999,1995JJ00,177.0,212.0,11.2,83.5,76.0,68.0,5.1,112.1,101.0,148.0,16.9,68.2
2708,999999,1996JJ00,197.0,235.0,10.7,83.9,83.0,78.0,14.5,106.9,114.0,160.0,7.9,71.3
2709,999999,1997JJ00,221.0,256.0,9.1,86.3,91.0,89.0,14.5,102.4,130.0,168.0,5.3,77.3
2710,999999,1998JJ00,247.0,285.0,11.3,86.6,107.0,108.0,22.0,98.7,140.0,175.0,3.8,80.1
2711,999999,1999JJ00,282.0,317.0,11.3,88.8,117.0,118.0,9.3,98.7,165.0,197.0,12.9,83.7
2712,999999,2000JJ00,322.0,341.0,7.4,94.4,124.0,113.0,-4.3,109.3,198.0,228.0,15.8,86.8
2713,999999,2001JJ00,342.0,345.0,1.2,99.0,120.0,103.0,-8.9,116.1,222.0,246.0,7.6,90.4
2714,999999,2002JJ00,379.0,386.0,11.7,98.3,132.0,122.0,18.3,107.9,247.0,265.0,8.1,93.1
2715,999999,2003JJ00,380.0,384.0,-0.5,99.0,141.0,134.0,9.8,104.9,239.0,249.0,-6.1,95.9
2716,999999,2004JJ00,393.0,397.0,3.4,99.0,143.0,141.0,5.0,101.4,250.0,256.0,2.5,97.8
2717,999999,2005JJ00,418.0,418.0,5.3,100.0,143.0,143.0,1.4,100.0,275.0,275.0,7.6,100.0
2718,999999,2006JJ00,440.0,441.0,5.5,99.8,149.0,157.0,9.8,94.9,291.0,284.0,3.3,102.5
2719,999999,2007JJ00,422.0,425.0,-3.6,99.3,153.0,166.0,6.0,91.9,269.0,260.0,-8.6,103.6
2720,999999,2008JJ00,425.0,419.0,-1.4,101.5,162.0,175.0,5.2,92.5,263.0,246.0,-5.2,106.9
2721,999999,2009JJ00,441.0,443.0,5.6,99.6,142.0,167.0,-4.9,85.3,299.0,276.0,12.2,108.3
2722,999999,2010JJ00,457.0,454.0,2.5,100.7,163.0,191.0,14.8,85.3,294.0,267.0,-3.3,110.2
2723,999999,2011JJ00,465.0,454.0,0.0,102.5,160.0,186.0,-2.5,85.8,305.0,270.0,1.4,112.8
2724,999999,2012JJ00,583.0,566.0,24.7,103.0,156.0,186.0,0.0,83.7,427.0,372.0,37.7,114.7
2725,431100,1988JJ00,70.0,52.0,,133.4,46.0,21.0,,221.4,24.0,35.0,,68.2
2726,431100,1989JJ00,77.0,62.0,18.6,123.8,52.0,27.0,28.3,195.1,25.0,35.0,0.0,71.0
2727,431100,1990JJ00,81.0,66.0,6.5,122.3,54.0,29.0,7.7,188.1,27.0,37.0,4.0,73.8
2728,431100,1991JJ00,87.0,73.0,9.9,119.5,59.0,32.0,11.1,185.0,28.0,39.0,7.4,71.2
2729,431100,1992JJ00,86.0,77.0,5.7,111.7,55.0,33.0,3.4,166.8,31.0,44.0,10.7,71.2
2730,431100,1993JJ00,84.0,80.0,3.5,105.5,49.0,34.0,3.6,143.4,35.0,45.0,3.2,77.9
2731,431100,1994JJ00,96.0,96.0,20.2,100.2,58.0,44.0,28.6,132.0,38.0,49.0,8.6,77.9
2732,431100,1995JJ00,99.0,100.0,4.2,99.2,52.0,42.0,-3.4,122.6,47.0,56.0,15.8,83.2
2733,431100,1996JJ00,108.0,104.0,4.0,104.0,60.0,45.0,5.8,133.7,48.0,58.0,2.1,83.2
2734,431100,1997JJ00,118.0,112.0,8.3,104.9,66.0,48.0,6.7,137.9,52.0,64.0,10.4,81.6
2735,431100,1998JJ00,124.0,118.0,5.1,104.9,64.0,48.0,0.0,133.7,60.0,71.0,11.5,84.5
2736,431100,1999JJ00,140.0,138.0,16.9,101.3,76.0,59.0,23.4,128.6,64.0,78.0,10.0,81.9
2737,431100,2000JJ00,153.0,152.0,10.0,100.7,76.0,61.0,2.6,125.3,77.0,93.0,18.8,83.0
2738,431100,2001JJ00,168.0,166.0,9.2,101.3,80.0,67.0,10.5,119.4,88.0,100.0,7.8,88.0
2739,431100,2002JJ00,183.0,178.0,7.1,102.9,86.0,75.0,11.3,115.4,97.0,103.0,3.4,93.8
2740,431100,2003JJ00,179.0,181.0,1.6,99.1,77.0,75.0,0.0,103.3,102.0,107.0,3.1,95.7
2741,431100,2004JJ00,195.0,199.0,10.1,98.1,92.0,91.0,22.1,101.1,103.0,108.0,1.0,95.7
2742,431100,2005JJ00,207.0,207.0,4.1,100.0,92.0,92.0,1.1,100.0,115.0,115.0,6.8,100.0
2743,431100,2006JJ00,213.0,207.0,0.0,102.9,97.0,93.0,1.1,104.3,116.0,114.0,-0.9,101.8
2744,431100,2007JJ00,208.0,192.0,-7.0,108.1,94.0,87.0,-6.2,107.7,114.0,105.0,-7.8,108.4
2745,431100,2008JJ00,206.0,185.0,-3.8,111.3,92.0,84.0,-4.3,110.1,114.0,101.0,-3.5,112.4
2746,431100,2009JJ00,222.0,205.0,10.7,108.4,94.0,90.0,7.6,104.6,128.0,115.0,13.2,111.5
2747,431100,2010JJ00,228.0,212.0,3.6,107.5,99.0,97.0,7.4,102.5,129.0,116.0,0.8,111.5
2748,431100,2011JJ00,235.0,219.0,3.1,107.5,109.0,105.0,9.1,103.4,126.0,114.0,-1.6,110.6
2749,431100,2012JJ00,247.0,227.0,3.8,108.8,119.0,113.0,7.3,105.2,128.0,115.0,0.8,111.5
2750,435500,1988JJ00,184.0,168.0,,109.3,136.0,104.0,,131.1,48.0,64.0,,74.6
2751,435500,1989JJ00,185.0,177.0,5.4,104.3,132.0,108.0,3.7,122.7,53.0,71.0,10.4,74.6
2752,435500,1990JJ00,190.0,180.0,1.6,105.4,141.0,116.0,7.6,121.9,49.0,62.0,-13.2,79.5
2753,435500,1991JJ00,200.0,193.0,6.8,103.8,142.0,123.0,6.4,115.4,58.0,67.0,8.2,87.0
2754,435500,1992JJ00,221.0,217.0,12.5,102.0,156.0,140.0,13.4,111.8,65.0,74.0,10.3,88.4
2755,435500,1993JJ00,219.0,219.0,0.9,100.1,145.0,139.0,-0.6,104.6,74.0,77.0,4.6,96.2
2756,435500,1994JJ00,231.0,234.0,6.8,98.9,158.0,154.0,11.0,102.6,73.0,76.0,-1.4,96.2
2757,435500,1995JJ00,254.0,271.0,16.0,93.7,180.0,181.0,17.7,99.3,74.0,85.0,12.3,86.8
2758,435500,1996JJ00,263.0,281.0,3.5,93.7,187.0,187.0,3.3,99.9,76.0,89.0,4.1,85.7
2759,435500,1997JJ00,284.0,302.0,7.6,94.0,200.0,194.0,3.7,102.9,84.0,104.0,17.1,80.8
2760,435500,1998JJ00,304.0,325.0,7.7,93.4,217.0,212.0,9.0,102.5,87.0,109.0,4.8,79.9
2761,435500,1999JJ00,325.0,352.0,8.2,92.3,231.0,228.0,7.8,101.2,94.0,119.0,9.2,79.1
2762,435500,2000JJ00,352.0,379.0,7.7,92.8,241.0,240.0,5.2,100.3,111.0,135.0,13.8,82.0
2763,435500,2001JJ00,371.0,378.0,-0.3,98.1,247.0,231.0,-3.7,106.8,124.0,145.0,7.2,85.5
2764,435500,2002JJ00,381.0,395.0,4.3,96.6,239.0,235.0,1.6,101.7,142.0,159.0,9.7,89.3
2765,435500,2003JJ00,401.0,403.0,2.1,99.5,239.0,236.0,0.4,101.3,162.0,167.0,4.9,97.0
2766,435500,2004JJ00,412.0,415.0,3.0,99.3,243.0,246.0,4.2,98.8,169.0,169.0,1.2,100.0
2767,435500,2005JJ00,431.0,431.0,3.9,100.0,258.0,258.0,4.9,100.0,173.0,173.0,2.4,100.0
2768,435500,2006JJ00,443.0,430.0,-0.2,103.0,260.0,256.0,-0.8,101.6,183.0,174.0,0.6,105.2
2769,435500,2007JJ00,472.0,447.0,4.1,105.5,274.0,265.0,3.5,103.5,198.0,183.0,4.9,108.5
2770,435500,2008JJ00,480.0,451.0,0.8,106.4,277.0,271.0,2.2,102.3,203.0,181.0,-1.0,112.3
2771,435500,2009JJ00,479.0,460.0,1.9,104.2,272.0,275.0,1.4,99.1,207.0,185.0,2.5,111.8
2772,435500,2010JJ00,506.0,485.0,5.4,104.4,282.0,289.0,5.1,97.7,224.0,196.0,5.8,114.3
2773,435500,2011JJ00,554.0,509.0,4.9,108.9,311.0,303.0,5.0,102.6,243.0,206.0,4.9,118.2
2774,435500,2012JJ00,561.0,508.0,-0.2,110.5,314.0,295.0,-2.6,106.4,247.0,211.0,2.9,116.8
2775,435600,1988JJ00,48.0,40.0,,120.3,20.0,7.0,,296.0,28.0,36.0,,77.5
2776,435600,1989JJ00,46.0,42.0,4.2,110.7,16.0,7.0,0.0,236.8,30.0,39.0,7.1,77.5
2777,435600,1990JJ00,45.0,40.0,-4.3,113.2,18.0,8.0,12.5,236.8,27.0,34.0,-13.3,80.5
2778,435600,1991JJ00,51.0,44.0,11.1,115.5,19.0,8.0,11.1,225.0,32.0,37.0,11.1,85.9
2779,435600,1992JJ00,56.0,52.0,17.6,107.8,20.0,11.0,26.3,187.5,36.0,42.0,12.5,85.9
2780,435600,1993JJ00,58.0,58.0,10.7,100.8,16.0,12.0,15.0,130.4,42.0,45.0,8.3,92.5
2781,435600,1994JJ00,60.0,62.0,8.6,96.0,19.0,17.0,37.5,112.6,41.0,44.0,-2.4,92.5
2782,435600,1995JJ00,67.0,74.0,18.3,90.6,24.0,20.0,21.1,117.5,43.0,52.0,17.1,82.8
2783,435600,1996JJ00,76.0,82.0,10.4,93.1,28.0,22.0,8.3,126.6,48.0,58.0,11.6,82.8
2784,435600,1997JJ00,76.0,82.0,0.0,93.1,26.0,18.0,-17.9,143.1,50.0,64.0,10.4,78.1
2785,435600,1998JJ00,70.0,82.0,0.0,85.7,19.0,17.0,-3.8,108.8,51.0,65.0,2.0,78.1
2786,435600,1999JJ00,81.0,95.0,15.7,85.7,23.0,21.0,21.1,108.8,58.0,74.0,13.7,78.1
2787,435600,2000JJ00,89.0,105.0,11.1,84.8,23.0,23.0,8.7,100.1,66.0,83.0,12.1,79.4
2788,435600,2001JJ00,102.0,106.0,1.1,96.1,28.0,21.0,-8.7,133.4,74.0,87.0,4.5,85.1
2789,435600,2002JJ00,110.0,111.0,4.9,98.7,30.0,23.0,10.7,129.1,80.0,89.0,2.7,89.6
2790,435600,2003JJ00,122.0,117.0,5.5,103.9,30.0,24.0,3.3,124.9,92.0,95.0,6.3,97.0
2791,435600,2004JJ00,129.0,128.0,9.0,100.7,33.0,31.0,30.0,105.7,96.0,97.0,2.2,99.0
2792,435600,2005JJ00,137.0,137.0,7.0,100.0,35.0,35.0,12.1,100.0,102.0,102.0,5.2,100.0
2793,435600,2006JJ00,146.0,139.0,1.5,105.0,35.0,35.0,0.0,100.0,111.0,104.0,2.0,106.7
2794,435600,2007JJ00,156.0,149.0,6.8,105.0,33.0,37.0,5.7,89.2,123.0,111.0,7.2,110.3
2795,435600,2008JJ00,164.0,150.0,1.3,109.0,35.0,39.0,6.1,89.2,129.0,111.0,0.0,115.7
2796,435600,2009JJ00,164.0,159.0,5.5,103.4,36.0,44.0,11.4,82.3,128.0,116.0,3.9,110.5
2797,435600,2010JJ00,169.0,164.0,3.0,103.4,31.0,41.0,-5.6,75.1,138.0,122.0,5.5,113.0
2798,435600,2011JJ00,188.0,175.0,7.1,107.3,36.0,47.0,12.9,77.2,152.0,129.0,5.8,117.6
2799,435600,2012JJ00,186.0,176.0,0.5,105.6,35.0,45.0,-2.8,77.2,151.0,131.0,1.3,115.3
